Siret;UAI validée;Raison sociale;Enseigne;numero_declaration_activite;etat_administratif;Nature;Adresse;Académie;Région;Qualiopi;Réseaux;Réseaux à jour;Nombre de relations;Nombre de lieux de formation;Date d'import;UAI probable;UAI potentielle 1;UAI potentielle 2;UAI potentielle 3;UAI potentielle 4;UAI potentielle 5;UAI potentielle 6;UAI potentielle 7;UAI potentielle 8;UAI potentielle 9;UAI potentielle 10;UAI potentielle 11;UAI potentielle 12;UAI potentielle 13;UAI potentielle 14;UAI potentielle 15;UAI potentielle 16;UAI potentielle 17;UAI potentielle 18;UAI potentielle 19;UAI potentielle 20;UAI potentielle 21;UAI potentielle 22;UAI potentielle 23;UAI potentielle 24;UAI potentielle 25;UAI potentielle 26;UAI potentielle 27;UAI potentielle 28;UAI potentielle 29;UAI potentielle 30;UAI potentielle 31;UAI potentielle 32;UAI potentielle 33;UAI potentielle 34;UAI potentielle 35;UAI potentielle 36;UAI potentielle 37;UAI potentielle 38;UAI potentielle 39;UAI potentielle 40;UAI potentielle 41;UAI potentielle 42;UAI potentielle 43;UAI potentielle 44;UAI potentielle 45;UAI potentielle 46;UAI potentielle 47;UAI potentielle 48;UAI potentielle 49;UAI potentielle 50;UAI potentielle 51;UAI potentielle 52;UAI potentielle 53;UAI potentielle 54;UAI potentielle 55;UAI potentielle 56;UAI potentielle 57;UAI potentielle 58;UAI potentielle 59;UAI potentielle 60
39310452600040;0631968X;CFAI D AUVERGNE;;84030377203;actif;responsable_formateur;7 RUE DU BOIS JOLI 63800 COURNON D'AUVERGNE;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;;uimm;7;1;2021-12-17;0631968X;0631968X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30048880600112;0593335E;CFAI REGION NORD PAS-DE-CALAIS;;32591068459;actif;responsable_formateur;4 B RUE DES CHATEAUX 59700 MARCQ-EN-BAROEUL;Lille;Hauts-de-France;Oui;;uimm;5;1;2021-12-17;0593335E;0593335E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30048880600104;0623564M;CFAI REGION NORD PAS-DE-CALAIS;;32591068459;actif;responsable_formateur;LE MONT DE JOIE 62280 SAINT-MARTIN-BOULOGNE;Lille;Hauts-de-France;Oui;;uimm;5;1;2021-12-17;0623564M;0623123H;0623564M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35250115900011;0891185E;POLE FORMATION DES INDUSTRIES TECHNOLOGIQUES;;26890094689;actif;responsable_formateur;6 RTE DE MONETEAU 89000 AUXERRE;Dijon;Bourgogne-Franche-Comté;Oui;uimm;uimm;1;3;2021-12-17;0891185E;0891185E;0891206C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33811430900010;0861253V;CFAI POITOU-CHARENTES;;75860191586;actif;responsable_formateur;RUE DE VAUCHARDON 86000 POITIERS;Poitiers;Nouvelle-Aquitaine;Oui;uimm;uimm;;6;2021-12-17;0861253V;0161216K;0171625Z;0791192S;0861253V;0861277W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78106280700016;0761350E;AFPI EURE SEINE ESTUAIRE;;23760001576;actif;responsable_formateur;115 RUE DESRAME 76620 LE HAVRE;Normandie;Normandie;Oui;uimm;uimm;3;2;2021-12-17;0761350E;0761350E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33286501300020;0741776D;SAVOISIENNE DEVELOP TECHNIQUES NOUVELLES;;82740028474;actif;responsable_formateur;2 ALL DE BROGLIE 74940 ANNECY;Grenoble;Auvergne-Rhône-Alpes;Oui;uimm;uimm;1;1;2021-12-17;0741776D;0741776D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49317540000032;0741677W;CFAI FORMAVENIR;;84740406374;actif;responsable_formateur;31 AV DES MELEZES 74300 THYEZ;Grenoble;Auvergne-Rhône-Alpes;Oui;uimm;uimm;5;1;2021-12-17;0741677W;0741677W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31418698200034;0711566S;CFAI 21 71;;27710289571;actif;responsable_formateur;75 GRANDE RUE SAINT COSME 71100 CHALON-SUR-SAONE;Dijon;Bourgogne-Franche-Comté;Oui;uimm;uimm;6;2;2021-12-17;0711566S;0212001L;0711566S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30290898300026;0601500E;PROMEO CENTRE DE FORMATION D APPRENTIS DE L INDUSTRIE DE PICARDIE PROMEO CFAI PICARDIE;;32600361560;actif;responsable_formateur;1 AV EUGENE GAZEAU 60300 SENLIS;Amiens;Hauts-de-France;Oui;uimm;uimm;6;2;2021-12-17;0601500E;0021740F;0601484M;0601500E;0602008G;0602090W;0801300D;0802097V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44531243200120;0594576D;AFPI ACM FORMATION;;;actif;inconnue;4 B RUE DES CHATEAUX 59700 MARCQ-EN-BAROEUL;Lille;Hauts-de-France;Non;uimm;uimm;2;;2021-12-17;0594576D;0594576D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33453316300047;0451653C;ASS REGION PROMOTION METALLURG;;24450224445;actif;responsable_formateur;74 RUE NATIONALE 45380 LA CHAPELLE-SAINT-MESMIN;Orléans-Tours;Centre-Val de Loire;Oui;uimm;uimm;6;1;2021-12-17;0451653C;0281046K;0371438M;0371714M;0451638L;0451653C;0451713T;0451714U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78835426400095;0440096R;AFPI PAYS DE LA LOIRE;;52440004544;actif;responsable_formateur;9 RUE DE L HALBRANE 44340 BOUGUENAIS;Nantes;Pays de la Loire;Oui;uimm;uimm;5;1;2021-12-17;0440096R;0440096R;0442620J;0492352R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88474598500017;0421975U;CENTRE DE FORMATION DES APPRENTIS DE L INDUSTRIE LOIRE DROME ARDECHE (CFAI - LDA);;84420341742;actif;responsable_formateur;16 BD DE L ETIVALLIERE 42000 SAINT-ETIENNE;Lyon;Auvergne-Rhône-Alpes;Oui;uimm;uimm;10;1;2021-12-17;0421975U;0261542K;0421975U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35109084000015;0332814E;ASS DEVELOP APPRENTIS INDUST AQUITAIN;;75331179633;actif;responsable_formateur;40 AV MARYSE BASTIE 33520 BRUGES;Bordeaux;Nouvelle-Aquitaine;Oui;uimm;uimm;4;2;2021-12-17;0332814E;0332814E;0332820L;0332984P;0401007C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42384709400061;0311716X;CTRE FORMAT APPRENT INDUST MIDI PYRENEES;;73310412831;actif;responsable_formateur;RUE DU MONT CANIGOU 31700 BEAUZELLE;Toulouse;Occitanie;Oui;uimm;uimm;;1;2021-12-17;0311716X;0311716X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78106280700032;0271415S;AFPI EURE SEINE ESTUAIRE;;23760001576;actif;formateur;422 RUE HENRI BECQUEREL 27000 EVREUX;Normandie;Normandie;Oui;uimm;uimm;3;1;2021-12-17;0271415S;0271415S;0761350E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38356334300060;0190847T;CENTRE DE FORMATION D'APPRENTIS DE L'INSDUSTRIE LIMOUSIN-SITE DE TULLE;;74190074219;actif;responsable_formateur;3 RUE DU 9 JUIN 1944 19000 TULLE;Limoges;Nouvelle-Aquitaine;Oui;uimm;uimm;;1;2021-12-17;0190847T;0190847T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34958609900021;0542221W;ASS APPRENTISSAGE INDUSTRIEL;;44540379354;actif;responsable_formateur;10 RUE ALFRED KASTLER 54320 MAXEVILLE;Nancy-Metz;Grand Est;Oui;uimm;uimm;2;5;2021-12-17;0542221W;0542221W;0572698Y;0573690B;0881721T;0881766S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41244043000020;0763545R;ASS FORMATION INDUST PAR APPRENTISSAGE;;28760584376;actif;responsable_formateur;26 RUE ALFRED KASTLER 76130 MONT-SAINT-AIGNAN;Normandie;Normandie;Oui;uimm;uimm;;3;2021-12-17;0763545R;0763150L;0763544P;0763545R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40900342300038;0922451P;CTRE FORMAT INGENIEURS PAR L'ALTERNANCE;;11921201692;actif;responsable_formateur;93 BD DE LA SEINE 92000 NANTERRE;Versailles;Île-de-France;Oui;uimm;uimm;2;2;2021-12-17;0922451P;0922451P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78291196000055;0131782S;GESTION CTRE FORMA APPR INDUS PROVENCE;;93131778913;actif;responsable_formateur;8 CHE DE CAPEAU 13800 ISTRES;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;uimm;uimm;17;1;2021-12-17;0131782S;0131782S;0301365W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77572845400049;0921274K;AFORP FORMATION;CFAI AFORP MOULINEAUX;11921813492;actif;responsable_formateur;34 RUE BAUDIN 92130 ISSY-LES-MOULINEAUX;Versailles;Île-de-France;Oui;uimm;uimm;4;1;2021-12-17;0921274K;0921274K;0922675H;0932760V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39107691600025;0912268W;ASS FORMATION AUX TECHNIQUES INDUSTRIELL;;;actif;inconnue;DOM DE CORBEVILLE 91400 ORSAY;Versailles;Île-de-France;Non;uimm;uimm;;;2021-12-17;0912268W;0912268W;0922675H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78835426400020;0851592U;AFPI PAYS DE LA LOIRE;;52440004544;fermé;formateur;280 RUE KEPLER 85000 LA ROCHE-SUR-YON;Nantes;Pays de la Loire;Oui;uimm;uimm;6;;2021-12-17;0851592U;0440096R;0851592U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30290898300091;0802097V;PROMEO CENTRE DE FORMATION D APPRENTIS DE L INDUSTRIE DE PICARDIE PROMEO CFAI PICARDIE;;32600361560;actif;responsable_formateur;RUE EMILE ZOLA 80130 FRIVILLE-ESCARBOTIN;Amiens;Hauts-de-France;Oui;uimm;uimm;6;1;2021-12-17;0802097V;0802097V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30290898300083;0801300D;PROMEO CENTRE DE FORMATION D APPRENTIS DE L INDUSTRIE DE PICARDIE PROMEO CFAI PICARDIE;;32600361560;actif;responsable_formateur;74 RUE DE POULAINVILLE 80080 AMIENS;Amiens;Hauts-de-France;Oui;uimm;uimm;6;2;2021-12-17;0801300D;0601500E;0801300D;0802105D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77572845400122;0780850A;AFORP FORMATION;CFAI AFORP MANTES;11921813492;actif;responsable_formateur;6 RUE CAMELINAT 78711 MANTES-LA-VILLE;Versailles;Île-de-France;Oui;uimm;uimm;4;1;2021-12-17;0780850A;0780850A;0921274K;0922675H;0932760V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78106280700024;0761350E;AFPI EURE SEINE ESTUAIRE;CENTRE FORMATION APPRENTIS;23760001576;actif;inconnue;115 RUE DESRAME 76620 LE HAVRE;Normandie;Normandie;Oui;;uimm;3;;2021-12-17;0763233B;0761350E;0763233B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77871521900052;0701147S;ASS DEVELOPP FORMATION PROFESS;ADFP CENTRE DE VESOUL;43250243625;actif;formateur;1 RUE DU TALEROT 70000 VESOUL;Besançon;Bourgogne-Franche-Comté;Oui;uimm;uimm;2;1;2021-12-17;0701147S;0701147S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78835426400087;0721528V;AFPI PAYS DE LA LOIRE;;52440004544;actif;responsable_formateur;47 AV OLIVIER MESSIAEN 72000 LE MANS;Nantes;Pays de la Loire;Oui;uimm;uimm;6;1;2021-12-17;0721528V;0440096R;0721528V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41158228100019;0692210C;ASSOCIATION CENTRE DE FORMATION D APPRENTIS DE L INDUSTRIE LYON;;84691829769;actif;responsable_formateur;60 AV JEAN MERMOZ 69008 LYON 8EME;Lyon;Auvergne-Rhône-Alpes;Oui;uimm;uimm;13;1;2021-12-17;0692210C;0692210C;0693624P;0694347A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30290898300067;0602008G;PROMEO CENTRE DE FORMATION D APPRENTIS DE L INDUSTRIE DE PICARDIE PROMEO CFAI PICARDIE;;32600361560;actif;responsable_formateur;87 AV GESSART 60280 VENETTE;Amiens;Hauts-de-France;Oui;uimm;uimm;6;1;2021-12-17;0602008G;0601484M;0601500E;0602008G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30290898300042;0601484M;PROMEO CENTRE DE FORMATION D APPRENTIS DE L INDUSTRIE DE PICARDIE PROMEO CFAI PICARDIE;CFAI OISE;32600361560;actif;responsable_formateur;6 AV PAUL HENRI SPAAK 60000 BEAUVAIS;Amiens;Hauts-de-France;Oui;uimm;uimm;6;1;2021-12-17;0601484M;0021740F;0601484M;0601500E;0602008G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30048880600054;0595380C;CFAI REGION NORD PAS-DE-CALAIS;;32591068459;actif;responsable_formateur;89 RUE PECLET 59300 VALENCIENNES;Lille;Hauts-de-France;Oui;;uimm;5;1;2021-12-17;0595380C;0595380C;0623373E;0623564M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78835426400053;0531010K;AFPI PAYS DE LA LOIRE;;52440004544;actif;formateur;44 BD DES LOGES 53940 SAINT-BERTHEVIN;Nantes;Pays de la Loire;Oui;uimm;uimm;5;1;2021-12-17;0531010K;0440096R;0531010K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40120610700054;0520892M;CFAI DE CHAMPAGNE ARDENNE;;44510203351;actif;responsable_formateur;4 RUE DE LA TAMBOURINE 52100 SAINT-DIZIER;Reims;Grand Est;Oui;;uimm;3;2;2021-12-17;0520892M;0081059H;0511949S;0520892M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78835426400046;0492352R;AFPI PAYS DE LA LOIRE;;52440004544;fermé;responsable_formateur;4 RUE DU PAVILLON 49070 BEAUCOUZE;Nantes;Pays de la Loire;Oui;uimm;uimm;6;;2021-12-17;0492352R;0440096R;0492352R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39048242000028;0221835A;CFAI DE BRETAGNE;;53220855422;actif;responsable_formateur;RUE DE LA PRUNELLE 22190 PLERIN;Rennes;Bretagne;Oui;uimm;uimm;12;7;2021-12-17;0221835A;0221835A;0292258X;0292338J;0352504G;0352690J;0352927S;0442808N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88474598500025;0422264H;CENTRE DE FORMATION DES APPRENTIS DE L INDUSTRIE LOIRE DROME ARDECHE (CFAI - LDA);;84420341742;actif;responsable_formateur;14 RUE JEAN DE LA FONTAINE 42300 MABLY;Lyon;Auvergne-Rhône-Alpes;Oui;;uimm;2;1;2021-12-17;0422264H;0421975U;0422264H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35109084000064;0401007C;ASS DEVELOP APPRENTIS INDUST AQUITAIN;;75331179633;actif;responsable_formateur;RUE HELENE BOUCHER 40220 TARNOS;Bordeaux;Nouvelle-Aquitaine;Oui;uimm;uimm;3;1;2021-12-17;0401007C;0401007C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77559594500087;0383057S;ASSOC DAUPHINOISE FORMATION INDUSTRIE;ADFI - CFAI DU DAUPHINE;84380781138;actif;responsable_formateur;83 RUE CHATAGNON 38430 MOIRANS;Grenoble;Auvergne-Rhône-Alpes;Oui;uimm;uimm;4;1;2021-12-17;0383057S;0383057S;0383091D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77559594500053;0381867Y;ASSOC DAUPHINOISE FORMATION INDUSTRIE;ADFI - CFAI DU DAUPHINE;84380781138;actif;responsable_formateur;PL ETIENNE DOLET 38270 BEAUREPAIRE;Grenoble;Auvergne-Rhône-Alpes;Oui;uimm;uimm;3;1;2021-12-17;0381867Y;0381867Y;0383091D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
